Accurate Response,BinSize,Bins,Congruency,RT,Reward Size,ScaleType,Subject,response
0.0,20.0,Bin_2,Incon,0.29267096519499997,19.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.364592075348,19.0,Det,Subj_3,k
0.0,0.0,Bin_1,Incon,0.315943956375,0.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.349334001541,98.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.340799808502,0.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.396302938461,53.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.336807966232,79.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.37943005561800003,49.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.388013124466,97.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.371567964554,0.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.36571097374,79.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.332381010056,20.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.37282204628,0.0,Det,Subj_3,m
1.0,50.0,Bin_3,Con,0.349328041077,51.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.388029098511,19.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.44298005104099997,19.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.419183969498,50.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.412939071655,20.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.33353805542,0.0,Det,Subj_3,k
0.0,100.0,Bin_5,Incon,0.36542391776999994,100.0,Det,Subj_3,m
0.0,80.0,Bin_4,Incon,0.30031704902600004,82.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.34985399246200005,97.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.354938983917,81.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.37182807922399996,0.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.36607503891000004,99.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.364152908325,50.0,Det,Subj_3,m
0.0,50.0,Bin_3,Incon,0.345274925232,52.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.365831136703,79.0,Det,Subj_3,m
1.0,80.0,Bin_4,Incon,0.387099981308,80.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.37270021438600004,0.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.35679197311399996,97.0,Det,Subj_3,m
1.0,0.0,Bin_1,Incon,0.436728000641,0.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.396674871445,100.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.397469997406,0.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.315904140472,77.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.315013885498,53.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.356960058212,0.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.349063158035,99.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.363728046417,18.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.378405094147,17.0,Det,Subj_3,m
1.0,80.0,Bin_4,Incon,0.395659923553,79.0,Det,Subj_3,m
1.0,0.0,Bin_1,Incon,0.39728307724,0.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.365829944611,50.0,Det,Subj_3,m
0.0,50.0,Bin_3,Incon,0.341116905212,50.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.340291023254,21.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.3164498806,80.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.355663061142,100.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.336322069168,99.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.39522600174,17.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.371354103088,80.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.355298042297,52.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.38223910331699995,20.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.36186695098899996,80.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.40154290199299997,48.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.386997938156,83.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.356235980988,0.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Incon,0.37150812149000007,0.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.386701107025,97.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Incon,0.322468996048,50.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Con,0.322725057602,0.0,Prob,Subj_3,k
0.0,100.0,Bin_5,Incon,0.322767972946,99.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.36388397216799995,21.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.329334974289,49.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.369583129883,48.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Incon,0.338434934616,98.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Incon,0.34244203567500003,82.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Incon,0.35506105423,0.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.331046104431,97.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.33764696121200005,77.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.337703943253,22.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.322067975998,19.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.314164876938,97.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Incon,0.377977132797,0.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Incon,0.37009286880500003,49.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.38580703735399996,100.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.385823965073,78.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.378832817078,51.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.33197712898299997,0.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.338334083557,18.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.36137509346,48.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.393233060837,17.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Incon,0.355108976364,99.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.33912205696099995,52.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.371876001358,21.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Incon,0.39242696762100004,0.0,Prob,Subj_3,k
0.0,0.0,Bin_1,Con,0.430120944977,0.0,Prob,Subj_3,N
1.0,80.0,Bin_4,Con,0.37056207656900003,80.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.37061214446999996,23.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Incon,0.34690785408,83.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.361984968185,83.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Incon,0.369256973267,100.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.36920404434199994,23.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Incon,0.394046068192,99.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.330921173096,79.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Incon,0.362826108932,0.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Incon,0.38059091568000003,0.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Incon,0.346915960312,82.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Incon,0.353481054306,99.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.346109867096,99.0,Prob,Subj_3,m
0.0,20.0,Bin_2,Incon,0.33864188194300004,22.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.36217999458300004,48.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Incon,0.41738200187700003,53.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.402776002884,51.0,Prob,Subj_3,k
0.0,50.0,Bin_3,Incon,0.307173013687,52.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.366545200348,97.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.345754861832,83.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.37072515487700003,20.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.354371070862,82.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.339695215225,0.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.348082065582,0.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.386935949326,19.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Incon,0.337691068649,80.0,Prob,Subj_3,k
0.0,100.0,Bin_5,Incon,0.35404896736100006,97.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.308223009109,0.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.37103199958800004,20.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.361743927002,48.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Incon,0.371330976486,50.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Con,0.35583114624,0.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.30804109573399996,21.0,Prob,Subj_3,k
0.0,0.0,Bin_1,Incon,0.332168102264,0.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Incon,0.379787921906,50.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.39431810379,97.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Incon,0.411373138428,0.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.34341287612899996,18.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.354558944702,20.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.345621109009,80.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Incon,0.323175907135,98.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.313553094864,80.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.306220054626,98.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.313195943832,49.0,Prob,Subj_3,k
0.0,80.0,Bin_4,Incon,0.297102928162,82.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Incon,0.36236405372599995,80.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Incon,0.35510706901600003,0.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Incon,0.371090888977,97.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.353088855743,23.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.379964828491,51.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.37118506431599996,0.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.337918996811,98.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.36244893074,78.0,Prob,Subj_3,k
0.0,0.0,Bin_1,Incon,0.37091302871699994,0.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Incon,0.410789966583,53.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.386335134506,50.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.361363887787,18.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Incon,0.391844034195,99.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.385900020599,19.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.35535812377899995,52.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.363072156906,20.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.34591197967500004,97.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.345028162003,82.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.386250972748,82.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Con,0.33893918991099997,0.0,Prob,Subj_3,k
0.0,0.0,Bin_1,Incon,0.32331705093400004,0.0,Prob,Subj_3,k
0.0,80.0,Bin_4,Incon,0.346567153931,82.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.330682039261,100.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.377044916153,48.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.34797096252400006,0.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Incon,0.356593132019,0.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.339020967484,80.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.362038135529,51.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Incon,0.37916088104199996,100.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.393409967422,53.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.33766579628,17.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.355744838715,100.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Con,0.38229203224200003,82.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.36942100524899996,17.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.371687889099,0.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Incon,0.41892099380500003,78.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.370461940765,17.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Incon,0.33079004287700003,98.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.330697059631,51.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.331182956696,20.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.346228837967,48.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Con,0.363472938538,0.0,Prob,Subj_3,m
0.0,0.0,Bin_1,Incon,0.339871883392,0.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Con,0.362614154816,49.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.42621588706999997,80.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.35388302803000005,78.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.33835506439199997,81.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.314311027527,53.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Incon,0.330023050308,100.0,Prob,Subj_3,k
0.0,100.0,Bin_5,Incon,0.322480916977,100.0,Prob,Subj_3,k
1.0,100.0,Bin_5,Con,0.35517001151999994,100.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Incon,0.326455116272,21.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.339196920395,98.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.337584972382,80.0,Prob,Subj_3,k
1.0,50.0,Bin_3,Incon,0.35265588760399996,53.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.33862090110799997,20.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.315020084381,0.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.385667085648,17.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.418276071548,17.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Incon,0.38803720474200004,0.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Con,0.351530790329,21.0,Det,Subj_3,k
0.0,50.0,Bin_3,Incon,0.346935987473,47.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.349956989288,79.0,Det,Subj_3,m
1.0,50.0,Bin_3,Con,0.372814178467,52.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.317306041718,99.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.37951302528399994,47.0,Det,Subj_3,m
1.0,0.0,Bin_1,Incon,0.389033079147,0.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.356915950775,53.0,Det,Subj_3,m
0.0,20.0,Bin_2,Incon,0.306710004807,19.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.42230916023299997,78.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.376744031906,22.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.332255125046,23.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.39727616310099995,0.0,Det,Subj_3,k
1.0,80.0,Bin_4,Con,0.365119218826,82.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.371053934097,82.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.37082600593599996,100.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.397104978561,97.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.388122081757,100.0,Det,Subj_3,m
0.0,0.0,Bin_1,Incon,0.410134077072,0.0,Det,Subj_3,N
0.0,0.0,Bin_1,Con,0.42014002799999994,0.0,Det,Subj_3,N
1.0,0.0,Bin_1,Con,0.338986158371,0.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.35057997703599997,20.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.334158182144,0.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.416023015976,0.0,Det,Subj_3,k
1.0,80.0,Bin_4,Con,0.350439071655,78.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.38826298713699997,99.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.355105876923,100.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.372238874435,17.0,Det,Subj_3,m
1.0,0.0,Bin_1,Incon,0.412754058838,0.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.394157886505,53.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.347617864609,20.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.34121990203900004,98.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.323683977127,53.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.379849910736,99.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.348279953003,52.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.340597867966,81.0,Det,Subj_3,m
1.0,80.0,Bin_4,Incon,0.346405029297,80.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.323767900467,20.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.348410844803,82.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.362662792206,53.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.348062038422,97.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.396101951599,20.0,Det,Subj_3,m
1.0,0.0,Bin_1,Incon,0.38978600502,0.0,Det,Subj_3,k
1.0,80.0,Bin_4,Con,0.340754032135,80.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.33946084976199997,97.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.371343135834,19.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.355539083481,48.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.316268920898,99.0,Det,Subj_3,k
0.0,100.0,Bin_5,Incon,0.33648300170900003,97.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.37398719787600004,50.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.40397286415100003,18.0,Det,Subj_3,m
1.0,50.0,Bin_3,Con,0.31657910347,52.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.340911865234,20.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.395123004913,81.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.42851591110200005,0.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.348611116409,49.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.332291126251,79.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.387303829193,83.0,Det,Subj_3,m
1.0,0.0,Bin_1,Incon,0.380599021912,0.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.35855603218099996,0.0,Det,Subj_3,m
1.0,50.0,Bin_3,Con,0.36490297317500003,47.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.39631009101899994,51.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.317230939865,79.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.364479780197,98.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.37876200676,80.0,Det,Subj_3,k
0.0,0.0,Bin_1,Incon,0.420156002045,0.0,Det,Subj_3,N
1.0,0.0,Bin_1,Con,0.370175123215,0.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.349788188934,22.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.36306715011600005,0.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.357982873917,99.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.372291088104,51.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.41177415847800003,17.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.330919981003,18.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.364871025085,20.0,Det,Subj_3,m
1.0,80.0,Bin_4,Incon,0.37365484237700003,77.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.373208045959,99.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.388617038727,99.0,Det,Subj_3,k
0.0,80.0,Bin_4,Incon,0.410140991211,80.0,Det,Subj_3,N
1.0,50.0,Bin_3,Con,0.360634088516,50.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.374006032944,0.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.380816936493,47.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.332737922668,50.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.315993070602,100.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.387897968292,23.0,Det,Subj_3,m
1.0,50.0,Bin_3,Con,0.388521909714,51.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.36517095565800006,0.0,Det,Subj_3,m
1.0,80.0,Bin_4,Incon,0.39755797386200004,82.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.347105979919,81.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.393133163452,0.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.325886011124,0.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.318434000015,0.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.365789890289,79.0,Det,Subj_3,k
1.0,80.0,Bin_4,Con,0.370374917984,82.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.37857317924500006,17.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.412488937378,50.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.332460165024,100.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.331242084503,19.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.37980389594999997,98.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.37999105453500004,99.0,Det,Subj_3,m
0.0,20.0,Bin_2,Incon,0.371994018555,22.0,Det,Subj_3,k
1.0,20.0,Bin_2,Incon,0.34931397438,21.0,Det,Subj_3,m
0.0,0.0,Bin_1,Incon,0.41011190414399995,0.0,Det,Subj_3,N
1.0,100.0,Bin_5,Con,0.301159858704,99.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.36394786834700005,19.0,Det,Subj_3,k
1.0,80.0,Bin_4,Con,0.347791910172,80.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.29883980751,81.0,Det,Subj_3,k
1.0,100.0,Bin_5,Incon,0.35529088974,99.0,Det,Subj_3,m
1.0,100.0,Bin_5,Con,0.356734991074,97.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.39313101768500003,52.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.333547115326,0.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.33367395401,20.0,Det,Subj_3,m
0.0,80.0,Bin_4,Con,0.325406074524,79.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.340978145599,47.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.324548006058,0.0,Det,Subj_3,k
0.0,100.0,Bin_5,Incon,0.37399601936300003,97.0,Det,Subj_3,m
0.0,50.0,Bin_3,Incon,0.32462286949200003,48.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.34919714927699996,53.0,Det,Subj_3,m
1.0,80.0,Bin_4,Incon,0.35519981384300003,80.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.34774613380400005,20.0,Det,Subj_3,k
0.0,0.0,Bin_1,Incon,0.34931993484499996,0.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.340663909912,81.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.37211298942599996,0.0,Det,Subj_3,m
1.0,20.0,Bin_2,Con,0.372205018997,17.0,Det,Subj_3,m
0.0,100.0,Bin_5,Incon,0.332394838333,99.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.38233017921400003,79.0,Det,Subj_3,k
1.0,0.0,Bin_1,Incon,0.37268304824799997,0.0,Det,Subj_3,k
1.0,80.0,Bin_4,Incon,0.388022899628,81.0,Det,Subj_3,m
1.0,50.0,Bin_3,Con,0.36399483680699996,51.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.402331829071,50.0,Det,Subj_3,m
1.0,0.0,Bin_1,Con,0.38280081749,0.0,Det,Subj_3,m
1.0,100.0,Bin_5,Incon,0.41363596916199996,100.0,Det,Subj_3,k
1.0,50.0,Bin_3,Incon,0.373089075089,50.0,Det,Subj_3,k
1.0,50.0,Bin_3,Con,0.349661111832,51.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.37190103530900004,17.0,Det,Subj_3,m
1.0,20.0,Bin_2,Incon,0.35515904426600003,18.0,Det,Subj_3,k
1.0,20.0,Bin_2,Con,0.34070110321,21.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.325805902481,98.0,Det,Subj_3,k
1.0,0.0,Bin_1,Con,0.364799022675,0.0,Det,Subj_3,k
1.0,100.0,Bin_5,Con,0.35827088356,98.0,Det,Subj_3,m
1.0,80.0,Bin_4,Con,0.40828299522399997,82.0,Det,Subj_3,m
1.0,50.0,Bin_3,Incon,0.42059493064900005,47.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.36184000968900004,49.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Incon,0.30724406242400004,0.0,Prob,Subj_3,m
1.0,80.0,Bin_4,Incon,0.41163086891199996,79.0,Prob,Subj_3,k
1.0,0.0,Bin_1,Incon,0.306554079056,0.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.323075056076,82.0,Prob,Subj_3,k
1.0,80.0,Bin_4,Con,0.35418009758,80.0,Prob,Subj_3,m
1.0,50.0,Bin_3,Con,0.29507088661200004,50.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.31344199180599996,18.0,Prob,Subj_3,m
1.0,100.0,Bin_5,Con,0.31507682800299996,97.0,Prob,Subj_3,k
1.0,20.0,Bin_2,Incon,0.370402097702,20.0,Prob,Subj_3,m
1.0,0.0,Bin_1,Con,0.35522389411899996,0.0,Prob,Subj_3,m
1.0,20.0,Bin_2,Con,0.31316399574299997,17.0,Prob,Subj_3,k
